Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
Msantd2	7.20717	7.54033	6.97017	7.09613	7.07846	7.60684	8.4394	8.99448	9.01863	8.46407	9.11999	9.08462
Msantd3	10.2817	9.423	9.48417	10.2569	9.76892	10.0733	12.1924	12.0157	12.1437	15.9623	14.7966	15.3856
Msantd4	14.4451	15.0289	14.7155	18.614	18.5051	17.6851	21.9128	22.4539	22.8292	27.9092	27.765	28.4312
Msh2	28.8383	30.172	29.1675	22.173	22.1734	22.3776	43.7046	43.2147	45.0191	44.8822	45.4556	45.0562
Msh3	7.86807	7.80713	8.88678	12.1262	12.2107	12.0353	7.42933	7.45219	7.44327	5.9839	5.77825	5.91789
Msh4	0.00685943	0	0.00659323	0.0429023	0.0276289	0.0369003	0.0704447	0.0287566	0.0806372	0.0119774	0.0192263	0.0119139
Msh5	0.728887	0.67951	0.50877	0.63317	0.699014	0.692408	0.6886	0.567485	0.629041	1.0303	1.04582	1.23584
Msh6	29.1597	29.5515	29.3073	33.8431	34.0383	33.7904	52.1801	52.8512	53.2791	64.9586	64.0783	64.2773
Msi1	0.442891	0.516949	0.473004	0.307785	0.479012	0.470624	1.11795	1.07277	1.17307	0.773343	0.659003	0.669525
Msi2	13.3495	13.333	13.1829	13.1729	12.4619	12.2232	6.01915	5.9437	6.00155	5.10759	4.99524	5.06754
Msl1	14.0007	13.9526	14.1412	13.521	14.3138	13.8286	17.1365	16.7996	17.8045	21.9667	21.5717	22.6253
Msl2	10.5035	10.1799	10.0659	15.2082	14.712	14.6019	7.22104	7.17455	7.27619	10.8698	11.2042	10.9296
Msl3	19.0469	18.2115	19.1136	34.8552	34.1764	34.8104	23.6388	23.4405	22.7807	25.2864	25.5219	25.4568
Msl3l2	0.0237772	0.0454142	0.0571362	0	0	0	0	0	0.0232931	0.0103795	0.04443	0
Msln	2.3938	2.26309	2.25465	0.739823	0.654099	0.7981	148.39	149.735	149.636	63.4227	65.5222	64.622
Mslnl	0.00968099	0.00924529	0.0372212	0.121099	0.12673	0.147557	0.234996	0.211043	0.180194	0.633908	0.56983	0.706212
Msmo1	133.792	134.937	133.48	59.41	60.1987	58.9023	32.0218	31.8337	30.6079	29.7988	29.061	30.3313
Msmp	0.00290642	3.95E-06	0.00883687	0.00827041	0.261877	0.15996	0.0400906	0.0023357	0.00177699	0.245161	0.12374	0.197916
Msn	221.415	219.112	215.796	215.164	213.991	215.12	162.106	161.898	161.036	145.929	150.562	150.788
Msra	1.03763	1.19163	1.12361	2.47819	2.46005	2.81452	1.18947	1.02418	1.24811	0.768308	0.908098	0.730014
Msrb1	13.3145	12.7525	11.9933	5.92508	5.58637	5.54991	13.7029	13.7097	13.3485	13.9867	14.131	13.8111
Msrb2	0.726294	0.693606	0.80077	0.734833	0.430208	0.593726	0.0199435	0.0716427	0.0418533	0.1119	0.0598742	0.0927554
Msrb3	14.5322	14.6907	14.1595	8.31814	8.00071	8.00953	15.1369	15.2163	15.2513	13.3584	13.4107	12.8407
Mss51	2.16998	2.16531	2.2061	1.66752	1.75088	1.63378	1.37659	1.43455	1.36269	0.947264	1.09168	1.0872
Mst1	0.033388	0	0.0320923	0.0464056	0.0560343	0.0498919	0.0935144	0.102646	0.109027	0.301214	0.239156	0.222296
Mst1r	0.0107258	0.0102431	0	0	0.0216011	0	0.195269	0.215834	0.157611	0.163875	0.125264	0.130405
Msto1	20.6391	21.6663	21.477	10.7705	10.9488	11.1901	20.0525	20.1133	20.1448	11.2568	10.2305	10.3511
Msx1	1.32232	1.44687	1.52181	1.66317	1.82856	1.56321	0	0	0	0	0	0
Msx1os	0.298105	0.255494	0.344604	0.265487	0.259632	0.288453	0	0	0	0	0	0
Msx2	0.270656	0.146094	0.192286	0.122668	0.130346	0.0949561	0	0	0	0	0	0
Msx3	0.0111245	0.0318714	0.0106927	0.034789	0	0	0	0.00932734	0	0	0	0
Mt1	191.61	187.604	194.371	366.789	384.661	385.759	72.2221	74.4245	74.0811	57.0057	61.2233	60.3314
Mt2	147.891	145.736	145.89	418.132	437.779	447.719	24.1371	24.8613	25.7753	23.3307	21.9317	24.2799
Mt3	0	0	0	0	0	0.0423988	0	0	0	0	0	0
Mt4	0.0650681	0	0	0	0	0	0	0.0545566	0	0	0	0
Mta1	37.727	36.2829	36.6594	34.2046	35.2109	33.9405	32.5604	31.9013	33.5009	34.9551	34.9998	34.6105
Mta2	45.7241	45.9959	45.6211	70.3011	68.8066	70.0869	56.9002	57.5201	58.365	78.185	78.5329	79.574
Mta3	12.8497	12.6369	13.2144	3.25983	3.62634	3.22137	5.40432	5.15335	5.45892	3.95736	4.03291	4.17474
Mtag2	0.18436	0.195625	0.282426	0.16015	0.309407	0.179068	0.114747	0.140525	0.120404	0.134131	0.0287078	0.0960623
Mtap	88.7374	87.9921	88.1425	111.205	108.635	110.45	60.8766	62.0435	62.4649	82.7615	83.7063	85.5184
Mtap7d3	0	0.00869288	0	0	0	0	0	0	0	0.0079471	0	0
Mtbp	10.1457	9.44352	9.79039	22.8388	23.069	23.4305	14.1578	14.2916	14.7324	17.1718	17.0309	17.3885
Mtch1	75.8872	75.17	77.1751	42.7264	44.1451	45.0859	80.9547	82.9131	81.9568	68.3504	70.2072	68.967
Mtch2	41.2628	43.1946	40.632	55.2079	56.2338	54.604	81.1912	81.1409	78.2249	67.9645	69.9239	70.5336
Mtcl1	2.19529	2.39693	2.27139	1.48309	1.43617	1.55769	6.55012	6.55376	6.67088	8.48444	8.12924	8.20554
Mtcp1	3.44152	4.24879	3.80323	3.59452	3.59468	3.75858	3.51943	3.3089	2.87763	4.23756	4.29479	3.93975
Mtdh	32.604	33.6521	32.4883	86.243	82.9202	83.9838	45.2656	45.4109	45.5533	62.2362	63.4687	64.686
Mterf1a	2.10081	1.95217	2.37344	1.99945	2.46554	2.64434	3.38846	3.87594	3.14825	4.00538	3.74633	4.50538
Mterf1b	1.34607	1.58855	0.669471	1.2458	0.909675	0.775122	1.31447	0.935315	2.02576	1.65413	1.79201	1.15337
Mterf2	4.14015	4.07786	4.11993	3.28336	3.18805	2.92592	4.01688	4.61482	4.31034	5.13133	5.30921	5.10412
Mterf3	11.4427	10.8742	11.8791	36.9328	39.3607	37.2107	12.2447	13.5814	12.7657	18.3525	17.6617	18.3163
Mterf4	2.50591	2.21044	2.64769	3.5494	3.00492	3.79032	7.44729	7.29763	7.57077	8.90161	8.56082	8.92077
Mtf1	3.2557	3.44977	3.37148	6.25643	6.39856	6.45495	2.47856	2.37328	2.3019	3.23306	3.11786	3.11786
Mtf2	8.8778	8.49676	8.43511	13.1844	12.7313	12.1771	9.9734	10.099	9.99332	13.0388	13.5621	13.0157
Mtfmt	4.64727	4.47381	4.80224	4.18202	4.41618	4.65818	5.79276	5.52617	4.8822	5.36267	5.9949	6.06999
Mtfp1	0.728987	0.93984	1.1036	0.816901	0.89923	0.980396	1.78655	2.03231	2.01746	1.20926	1.05569	1.20284
Mtfr1	22.6334	22.4622	22.1341	62.3496	63.9832	63.5048	21.2155	19.7279	20.2424	34.6051	34.6991	35.8123
Mtfr1l	21.6592	21.0819	21.2532	38.399	39.5836	41.3238	19.7773	18.988	19.1443	26.542	26.759	26.0715
Mtfr2	4.37812	4.04417	4.13402	2.59805	2.54301	2.56087	5.19943	5.54789	6.19039	6.66268	6.50148	6.73269
Mtg1	3.52514	3.70162	3.87896	4.50604	4.62585	4.97685	5.25684	5.12226	4.81284	3.98287	3.77043	3.6847
Mtg2	3.71367	4.51898	4.08771	8.49164	9.06234	8.86106	7.56338	8.09827	8.18565	11.4263	11.5982	11.6648
Mthfd1	20.3671	21.5117	21.0775	36.9169	37.0872	37.3588	32.8921	33.4093	33.2315	31.1264	31.8722	32.4103
Mthfd1l	12.5738	12.7764	12.9666	21.7584	21.5147	21.8948	29.1797	30.0283	30.3934	24.831	25.0655	24.8328
Mthfd2	45.3033	43.5813	44.6557	187.606	188.268	186.617	87.8734	86.6352	86.0647	105.545	109.205	108.913
Mthfd2l	4.87301	4.7511	5.09782	4.91432	4.59884	4.67388	4.31674	4.34234	4.27421	6.13431	6.38457	6.46591
Mthfr	7.8342	8.07904	7.73718	15.0764	15.5689	15.2552	7.37982	7.16275	7.49204	10.1603	10.2071	10.0453
Mthfs	3.01704	4.26307	3.38838	0.478437	1.07841	0.741973	2.11159	2.43249	2.03976	0.990159	0.764386	1.30229
Mthfsd	11.4716	12.3074	11.2166	16.0056	16.2896	16.8371	7.47372	7.7157	7.6586	6.91629	7.4014	7.04237
Mthfsl	6.95097	7.29977	7.35774	1.90168	2.47588	2.62245	3.66227	4.09805	3.9517	2.09255	2.04316	1.96768
Mtif2	8.39266	8.77864	7.92421	10.9315	11.2737	10.9469	11.9687	11.4745	11.525	14.5824	14.9119	15.9444
Mtif3	2.48197	2.41736	2.5877	3.08175	2.7195	2.58667	3.73976	3.86693	3.8378	4.96457	4.7635	4.8739
Mtl5	0.0520678	0.0435089	0.0750708	0.0135691	0.0393229	0.029177	0.0243056	0.0218282	0.0255038	0.0113646	0.0182426	0.0169565
Mtm1	1.82055	1.87042	1.80675	5.20686	5.34084	5.00288	1.77331	1.9177	1.70621	1.98538	1.78076	1.87211
Mtmr1	6.24221	6.47427	6.27882	5.10706	5.23087	4.94649	6.13879	6.31028	6.34139	5.93296	5.81702	6.45202
Mtmr10	2.29732	2.26862	2.15179	1.8241	1.55042	1.79241	4.87831	5.24582	5.17626	8.33862	8.67231	8.56606
Mtmr11	16.8917	17.92	17.7842	3.26323	3.61689	3.73957	5.33844	5.7122	5.80546	3.64146	3.81234	3.27644
Mtmr12	7.83859	7.77621	7.86456	5.54718	5.45493	5.15989	7.84395	7.65351	7.54659	8.53481	8.50735	8.58735
Mtmr14	13.8712	14.0459	13.9909	9.91061	10.665	10.4591	9.59515	9.11935	9.46278	12.5836	13.7593	12.8388
Mtmr2	27.7394	28.2267	28.6136	37.2743	36.7461	36.6916	35.7035	35.8727	36.4661	38.5747	38.4123	38.9151
Mtmr3	16.7563	16.2848	16.8344	17.6727	18.3676	18.1954	17.6491	18.0345	17.8164	23.8759	24.587	24.7812
Mtmr4	11.6704	11.7855	11.8877	7.26386	7.17436	7.39379	18.1275	18.817	18.43	19.0668	18.6753	18.6203
Mtmr6	35.0428	36.5557	37.0734	15.7383	15.2431	15.3259	18.3732	18.1739	17.3497	16.1801	16.3361	16.7219
Mtmr7	0.835811	0.920771	0.867542	0.815417	0.692622	0.558104	0.532817	0.405283	0.386234	0.527966	0.463108	0.577632
Mtmr9	22.5044	23.3986	21.7428	13.8221	15.7671	15.9238	22.7071	22.9262	22.6569	25.2746	25.7739	24.2597
Mtnr1a	0	0	0	0	0.0170452	0	0	0	0	0	0	0
Mto1	9.66438	9.58914	9.24794	7.33697	7.45591	7.50703	9.58546	9.03255	8.71905	8.37183	8.89869	8.63586
Mtor	10.1589	9.66494	9.94958	8.17994	8.635	8.3997	7.36761	7.28675	7.42634	7.53068	7.92336	7.72209
Mtpap	8.37818	8.12942	7.94234	10.4743	9.80881	9.70589	10.3128	10.1388	9.95628	12.3587	12.3109	12.9766
Mtpn	110.73	106.87	106.729	102.527	97.088	96.6937	72.4509	71.8847	69.135	77.0171	79.2493	79.4019
Mtr	9.90658	9.81293	9.88752	23.1554	23.4078	23.5838	10.6792	10.7419	10.6109	11.7897	11.3655	11.5301
Mtrf1	3.18362	3.36656	2.82367	3.50382	3.30211	3.13615	3.50805	3.54	3.65421	3.23281	3.43402	3.19193
Mtrf1l	2.49466	2.72537	2.49115	3.157	3.10828	3.08956	3.83341	3.93101	3.74662	6.74584	6.43905	5.97668
Mtrr	6.82727	6.71944	6.51352	24.2685	24.8522	24.1097	5.86306	5.93722	5.71546	9.0592	9.26763	9.62852
Mtss1	5.22692	4.86877	4.85751	4.14838	4.35121	4.28251	2.91592	2.79303	2.85119	3.31452	3.01055	3.22816
Mtss1l	4.78747	5.00397	4.67984	6.24614	6.60178	6.22444	9.00575	8.93574	9.09617	7.78709	7.9534	8.24013
Mttp	0.986512	1.03578	0.898323	1.28695	1.42327	1.35518	1.0826	1.14156	1.15858	1.73768	1.45531	1.63327
Mturn	3.15444	2.85223	2.88917	0.264858	0.313779	0.348154	0.196932	0.152742	0.131498	0.171603	0.143328	0.170693
Mtus1	0.120137	0.118008	0.0956792	0.0143124	0.0138256	0.00307752	2.41885	2.50937	2.43426	1.27663	1.35014	1.26362
Mtus2	0.00674576	0.0161054	0.00972596	0.0105478	0.0169819	0.00604814	0.0346386	0.019796	0.0297378	0.0235579	0.0220589	0.0205038
Mtx1	14.5262	14.4788	14.9585	10.0019	11.1262	10.2663	17.8068	17.0848	18.0133	15.1195	15.0243	15.9101
Mtx2	24.2484	24.4318	25.4068	41.9526	40.4648	40.0363	48.2228	48.8186	50.3425	54.5062	52.5474	54.3752
Mtx3	4.40718	4.1585	3.94776	8.52469	8.443	7.9537	6.79459	6.59836	6.45829	6.08135	6.26166	6.39767
Muc1	0.63519	0.714925	0.665052	0.141886	0.13706	0.101697	0.762457	0.817887	0.655592	0.475338	0.370911	0.531919
Muc13	0	0	0	0	0.0172576	0.0153658	0.00800022	0.00718478	0	0.00748135	0.0160122	0.0148834
Muc15	0.0155274	0	0	0	0	0	0	0	0	0	0	0
Muc19	0	0	0	0	0	0.00250583	0	0.00468672	0.00821387	0.00244009	0	0.0048543
Muc2	0.0226887	0.0288901	0.0363471	0.0157674	0.0114234	0.016952	0.0105913	0.00951172	0.0111134	0.0165072	0.00706601	0.0197036
Muc20	0.00594014	0.0170184	0.00570962	0	0	0	0.00554582	0.00498053	0.00581942	0	0.00554987	0
Muc4	0	0	0	0	0	0	0.0631944	0.0567532	0.048627	0.00393972	0.00210802	0.00195941
Muc5ac	0	0	0	0	0	0	0.00279279	0.00250813	0	0	0	0
Muc5b	0.0017003	0	0	0.00177242	0.00513644	0.00152446	0.149218	0.185331	0.149911	0.0118758	0.0206517	0.029532
Muc6	0.0111318	0.0212615	0.0213995	0.0232079	0.0392326	0.0199611	0.0311783	0.00933346	0.0381679	0.0340155	0.0312011	0.0193344
Mucl1	0	0	0	0	0	0	3.53E-42	0.0453382	3.57E-16	0.023605	2.69E-31	0.0705137
Mucl2	0	0	0	0	0	0	0.186149	0.100305	0.117196	0.0696302	0.111771	0.138412
Mug-ps1	0	0	0	0	0	0	0	0	0	0.00948628	0.00507582	0
Mug1	0	0	0	0.0113896	0.00550115	0	0	0	0	0	0	0
Mug2	0	0	0	0	0	0	0	0	0	1.87E-17	0	0
Mul1	4.99698	4.95437	5.05861	7.09921	7.3795	7.65853	4.86891	4.85277	4.8752	7.55284	7.7068	7.96272
Mum1	9.04181	9.70688	9.67119	7.83423	8.67058	8.2172	16.7936	16.9069	16.9108	17.049	17.3239	17.6303
Mum1l1	7.59539	7.47081	7.63622	3.16484	3.19038	3.02085	2.76537	2.67865	2.90171	3.21405	3.21219	3.23378
Mup4	0	0	0	0	0	0	0	0	0	0	0.0124427	0
Mup5	0	0	0	0	0	0	0	0	0	0	0.0147738	0
Murc	9.60907	9.12906	8.75761	1.69972	1.44137	1.48425	0.313758	0.38614	0.378	0.293409	0.244213	0.33509
Mus81	7.22527	7.92413	7.49703	7.14584	6.18298	6.15759	4.2905	4.18498	5.11478	1.89466	1.95599	2.08416
Musk	0.0416393	0.0397653	0.0333528	0.00723426	0.00698823	0	0	0	0	0	0	0
Mustn1	0.668949	0.989175	1.03708	0.809795	0.65188	0.638463	0.201464	0.271395	0.126838	0.414476	0.50403	0.618416
Mut	15.4865	15.0474	14.4996	17.1176	16.1869	16.8395	17.2183	17.9766	17.8772	11.502	11.6813	11.4289
Mutyh	6.93197	6.36805	5.94454	2.62764	2.56779	2.69364	3.29746	3.03509	3.15852	2.06	2.42356	2.18907
Mvb12a	36.3418	36.056	36.5893	27.6695	29.8646	29.7482	26.6602	25.5698	25.4869	14.2225	14.1904	14.7712
Mvb12b	5.09851	5.25332	5.21398	8.8031	9.08842	8.78629	14.6748	15.1777	14.5799	15.6574	15.2186	15.1011
Mvd	46.3101	47.5487	48.0034	5.73385	5.6763	6.46138	5.44118	5.27566	5.12111	4.92148	5.5217	4.77685
Mvk	22.9004	22.473	22.5481	3.73619	3.46121	3.54274	7.95409	8.63364	8.47579	5.84802	6.35424	6.53136
Mvp	21.4036	20.6651	20.6077	6.23852	6.50956	6.06387	9.65322	9.88391	9.47275	4.98785	5.00779	4.6862
Mx1	0.563404	0.582798	0.439596	0	0.00861138	0.00766741	0	0	0	0	0	0
Mx2	1.14528	0.958626	1.04436	0.0109409	0	0	0.0391958	0.00880018	0.0514101	0.0183268	0	0
Mxd1	4.87982	4.36828	4.72192	2.35563	2.61081	2.53505	1.35045	1.25857	1.15501	2.55909	2.76408	2.72565
Mxd3	17.4655	17.6812	17.1945	3.6403	4.69875	4.04136	5.88192	6.17742	5.22498	3.38825	3.59658	3.18711
Mxd4	22.399	22.1122	22.2972	6.7033	7.23586	6.55876	4.815	5.17459	4.96781	8.83587	8.97174	8.15185
Mxi1	9.78453	9.80693	9.64853	5.66381	5.66263	5.93509	4.17225	4.0583	4.27595	5.06381	5.06789	5.1864
Mxra7	21.5332	20.7049	21.4489	5.93451	6.22279	5.97703	10.2446	11.8839	11.92	9.58019	9.48047	10.0673
Mxra8	65.4535	67.6397	66.9008	14.2155	14.9321	15.5733	20.2155	19.7197	20.8266	15.8812	15.7032	16.3438
Myadm	55.2127	55.6038	53.3379	36.0795	37.1095	37.0592	54.757	54.8881	55.5051	29.4198	28.6243	29.1539
Myadml2	0.011028	0.0105317	0.0106	0	0	0.00988754	0	0.00924648	0.0108035	0.00962815	0	0
Myb	0.229022	0.122223	0.187761	1.27092	1.20057	1.17163	0.433925	0.457469	0.547699	0.788039	0.755205	0.900855
Mybbp1a	73.7727	73.1967	72.6204	116.867	115.083	118.469	171.455	173.549	175.84	151.746	152.949	152.449
Mybl1	6.54423	7.04906	7.1096	4.75715	4.36919	4.6225	3.4123	3.45398	3.43049	3.70797	3.83925	4.02964
Mybl2	12.0954	11.7414	11.811	21.241	21.3767	21.6706	24.298	24.7889	24.3244	41.6883	41.5366	40.3332
Mybpc2	0.021061	0.0201131	0.00674787	0.0073181	0	0.0125886	0.0458799	0.0117724	0.0275095	0.0245167	0.0131181	0.03658
Mybpc3	0	0	0	0	0	0	0	0.0154205	0.0120114	0.00535232	0	0.0106479
Mybph	0.0139101	0.0664205	0.0401109	0.0145002	0.0280141	0	0.0129867	0.000987536	0.0375401	0.0438103	0.0259924	0.0394739
Mybphl	0	0.0197337	0	0	0	0	2.84E-43	1.37E-39	0.0195326	0	0.0186286	4.20E-45
Myc	61.5733	61.0195	59.4072	341.72	345.701	345.788	35.8815	38.2178	37.0582	111.709	113.935	112.811
Mycbp	11.2046	11.1094	10.424	10.394	10.4891	10.1227	6.11011	6.69396	7.20016	8.8699	9.28393	9.55189
Mycbp2	18.1781	18.4541	18.4342	27.3164	27.1611	27.2819	11.6105	11.4367	11.6854	16.9394	16.5765	16.9381
Mycbpap	0	0	0	0.0181153	0.0262488	0.031162	0.154133	0.138422	0.136195	0.197239	0.146127	0.150918
Mycl	0.555494	0.583543	0.607353	3.56119	3.90855	4.00307	1.58827	1.68837	1.84342	3.43123	3.93791	3.72659
Mycn	0	0	0	0	0	0	0.118946	0.106822	0.105609	0.0342252	0.0183128	0.0255327
Myd88	12.447	11.4787	11.3992	14.8405	16.5951	16.5242	6.74551	6.8082	6.6463	11.0886	11.1676	10.9138
Mydgf	63.2836	61.154	62.3544	48.2487	50.6485	48.3944	43.6549	40.5371	42.4766	45.7623	46.2124	45.5923
Myef2	32.0942	31.114	29.4998	32.2045	29.4497	28.9226	46.1242	47.2548	46.4006	34.8532	35.2476	34.7411
Myeov2	33.2068	33.147	34.188	26.9684	26.88	29.1947	18.6414	20.9415	22.3296	23.6491	21.7976	21.6281
Myg1	21.382	21.471	21.0152	40.2743	42.5595	40.948	27.2377	27.2162	27.2154	36.1341	39.0864	36.7791
Myh1	0	0	0	0	0	0	0	0	0	0.00369034	0	0.00367077
Myh10	48.6703	48.841	48.8345	34.3267	34.6487	34.3597	73.7422	74.9308	73.8717	63.5006	63.403	63.462
Myh11	0.0422504	0.0698083	0.0480165	0.0239935	0.046355	0.0171973	0.0179076	0.0225158	0.0375808	0.00669847	0.00358415	0.00999442
Myh13	0	0.0125305	0.00420394	0.0136776	0	0.00784272	0.00816664	2.46E-32	0	2.35E-30	0	0
Myh14	0.00386475	0.00369081	0	0	0.00389167	0	0.0108245	0.00972123	0.00757211	0.0101225	0.0180541	0.0167814
Myh15	0	0.00383227	0	0	0.00808166	0.00359788	0	0	0	0	0.00374922	0.00348491
Myh3	0	0	0	0.00442603	0.00427551	0	8.36E-19	0.0142401	0.00415948	0.0254324	0.00793394	0.00368731
Myh6	0	0	0	0	0	0	0	0	0.00409995	0	0	0.00249508
Myh7	0	0	0	0	0	0	0.0117704	0.00352356	0	0	0	0.00114416
Myh7b	0.016596	0.0118868	0.0199399	0.0172999	0.041779	0.0223195	0.0116207	0.0278299	0	0.0144893	0.0038764	0.00720624
Myh8	0	0	0	0	0	0	0	0	0	0.00411619	0.00386631	0.00359374
Myh9	160.823	159.768	161.756	65.5555	67.1078	66.6506	207.207	208.459	208.174	136.022	134.778	136.008
Myl10	0	0	0.0240219	0	0	0	0.0466653	0	0.0489658	0.0218194	0	0
Myl12a	186.072	191.349	190.122	149.797	146.804	149.805	194.815	193.031	194.585	185.033	191.407	187.974
Myl12b	129.309	133.833	131.354	65.4626	66.9632	68.4001	119.181	116.457	119.908	111.21	112.919	115.463
Myl2	0	0	0	0	0	0.0720713	0	0	0	0	0	0
Myl3	0	0	0.0816959	0	0	0	0	0	0	0	0	0
Myl4	0.144064	0.247644	0.276946	0.660767	0.986457	1.00749	0.537999	0.77306	0.508069	0.955902	0.83451	0.700613
Myl6	252.693	242.707	244.695	118.396	113.885	114.217	195.349	203.815	201.436	147.235	147.028	148.924
Myl6b	3.89312	3.85999	3.55136	2.35223	2.42206	2.42334	4.28289	5.28093	4.93128	3.98346	4.61037	4.60837
Myl7	0	0	0	0	0	0	0.241552	0.397708	0.211217	0.0376477	0.120865	0.0748961
Myl9	1.59744	1.74989	1.91931	0.514253	0.26021	0.484435	0.0877291	0.137878	0.0690405	0.0205098	0.0219484	0.020401
Mylip	9.73998	9.64371	9.38658	1.54697	1.38271	1.47584	0.971446	1.19423	0.843877	0.789301	0.701229	0.748082
Mylk	0.713297	0.712501	0.723389	0.074716	0.101701	0.0759476	0.699042	0.761682	0.710436	0.315731	0.280042	0.305569
Mylk2	0.0776712	0.0412086	0.0746569	0.044981	0.034761	0.0619011	0.459261	0.499282	0.397357	0.105485	0.104821	0.0299787
Mylk3	0.0547468	0.0597519	0.0751746	0.057069	0.0472528	0.0350608	0.0584142	0.0459027	0.084279	0.034141	0.058457	0.0815039
Mylk4	0.00451013	0	0	0.00470143	0.00454155	0	0.00421072	0.00756306	0	0	0	0
Mylpf	0.572858	0.740162	0.583016	0.0351269	0.135729	0.241701	0.283144	0.423807	0.363126	0.470721	0.53522	0.497488
Mynn	6.87418	7.00842	6.81524	7.52536	7.70466	7.46597	6.28909	6.4307	6.40993	7.58341	7.90045	7.73874
Myo10	41.4047	40.3003	40.275	20.4522	21.0127	20.6078	11.2252	11.0214	11.3784	13.6789	13.4995	13.6009
Myo15	0.00216193	0	0.0062341	0.0315509	0.015239	0.0426438	0.00605523	0.0126888	0	0.0453001	0.036358	0.0337949
Myo16	0	0	0.00338421	0	0	0	0.105188	0.0797058	0.0862289	0.0245913	0.0164476	0.0183457
Myo18a	8.66503	8.92794	8.35451	6.72986	6.52115	6.63272	12.0296	11.6552	12.0319	11.8319	11.7192	11.3646
Myo18b	0.00307266	0.00586875	0	0	0	0	0	0	0	0	0	0
Myo19	3.82477	3.88685	4.02263	6.95469	6.84895	6.95794	11.0063	11.4516	11.0765	10.9468	11.0173	10.7264
Myo1a	0.303509	0.231879	0.211505	0.18192	0.145171	0.210894	0.325864	0.464422	0.468293	0.284856	0.404084	0.349239
Myo1b	20.8148	20.9306	20.2871	19.54	19.8847	18.9016	4.90284	4.77884	4.6069	6.25967	5.99778	6.13465
Myo1c	56.1194	57.0613	55.7847	25.3946	24.8114	24.97	54.8499	54.8498	54.3349	43.9243	44.7891	44.2784
Myo1d	9.28218	9.10045	9.41534	3.57706	3.47456	3.51128	7.88501	7.68305	7.64517	7.43586	7.55331	7.58629
Myo1e	9.02602	8.89008	9.28907	2.46218	2.42509	2.70368	8.31631	8.63361	8.66075	5.98434	5.9906	5.72022
Myo1f	0	0.0063388	0	0	0	0	0	0.00556526	0.0130048	0.00579497	0	0
Myo1g	0	0.00734702	0	0	0	0.00689766	0.0215476	0.0129009	0.00753662	0	0.0143756	0.00668108
Myo1h	0.716169	0.741252	0.697251	0.674556	0.628527	0.741299	0.802555	0.835884	0.691608	1.03203	1.04944	0.993937
Myo3a	0	0	0	0	0	0	0.0184846	0.0166005	0.0193958	0	0	0.017194
Myo3b	0.105736	0.104861	0.117268	0.190767	0.212945	0.189602	0	0	0	0	0	0.00706341
Myo5a	16.2279	16.7849	16.651	16.9027	16.5405	16.6096	17.5903	17.3165	17.4058	14.1984	14.2136	14.3122
Myo5b	0.00382754	0	0	0	0	0	0.00357344	0.00962763	0.00749921	0.00334168	0.0143042	0
Myo5c	0	0	0.00726509	0.015758	0.0114166	0.00677675	0.416342	0.392918	0.396142	0.148477	0.11652	0.111588
Myo6	6.49945	6.66397	6.51141	2.06962	2.01552	2.20916	3.56531	3.61944	3.64604	2.39681	2.37761	2.46834
Myo7a	5.24488	5.52317	5.59753	1.75038	1.95358	2.01234	12.7725	12.7578	13.0481	7.30378	7.23489	7.45967
Myo7b	0	0	0	0	0.00388695	0.00346086	0.0072076	0.00647296	0	0.0101102	0.0108193	0.0033522
Myo9a	8.19512	8.24023	8.22836	6.99011	6.91928	7.04853	7.22657	7.21327	7.14155	6.33678	6.27701	6.30318
Myo9b	23.8927	22.9174	22.7352	15.1412	15.5005	15.6333	15.7966	15.7746	15.5818	14.7697	15.1928	14.9308
Myoc	0.0366947	0.0233621	0	0	0.0123168	0.0219332	0	0.0410224	0	0.0213578	0.0114279	0
Myocd	0	0	0	0	0	0.0044578	0	0.00416878	0.00487075	0	0.00929063	0.00431783
Myof	77.6642	78.8896	77.6565	37.2529	36.9528	36.9101	77.1688	78.7239	78.655	58.5621	57.9704	58.3456
Myog	0	0	0	0	0	0	0	0	0	0	0	0.0149286
Myom1	0.154109	0.0909013	0.0740643	0.179546	0.191696	0.27228	1.07486	1.21232	1.23885	1.2505	1.12646	1.14152
Myom2	0	0	0	0	0	0.0046054	0.0911166	0.0689089	0.140897	0.0403612	0.038393	0.0178432
Myom3	0	0	0	0	0	0	0.157556	0.183564	0.192133	0.0358389	0.0340912	0.0198049
Myot	0	0	0	0	0	0	0	0	0	0	0	0.010011
Myoz1	0.0786449	0.168987	0.0188982	0.245942	0.197982	0.158651	0.018356	0.0494551	0.0192609	0.0514964	0.128586	0.136596
Myoz2	0	0.0210725	0.0212093	0	0	0.0197837	0	0.0555029	0.0216163	0.0192646	0	0
Myoz3	0.00748944	0	0.0215964	0	0.0150832	0.00671491	0.027969	0	0	0	0.0139947	0
Mypop	5.95393	6.36739	6.5099	1.98753	2.35576	2.19191	5.19828	5.37459	5.45455	5.24921	5.4316	5.24169
Myrf	0.0272735	0.021705	0.0131075	0.0142152	0.018309	0.0285285	1.86304	1.97042	1.7634	1.55965	1.62657	1.56717
